Generated Answer,Ground Truth,Context1,Context2,Context3,BLEU Score,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
"The government allocates funds for public welfare through taxes collected from citizens. These taxes are used to fund various developmental programs and services such as education, healthcare, employment, social welfare, and vocational training, which are essential for the well-being of needy citizens. Additionally, taxes are utilized for relief and rehabilitation in case of natural disasters like floods, earthquakes, and tsunamis. The government also provides some services especially for the poor who cannot afford to purchase them from the market. Examples include healthcare, water supply, and sanitation. To meet these expenses, the government partly relies on various taxes collected and partly charges a price for these services to make them affordable for most people.","The government allocates funds for public welfare through developmental programmes and services such as education, health care, employment, social welfare, and vocational training. Tax money is also used for relief and rehabilitation in case of natural disasters. The government announces the various ways in which it plans to meet these expenses in the budget. The main source of revenue for the government is the taxes collected from the people, and the government is empowered to collect these taxes and use them for such programs.
","Taxes fund developmental
programmes and services such as
education, health care,
employment, social welfare,
vocational training etc. required for
needy citizens. Tax money is
utilised for relief and rehabilitation
in case of natural disasters such as
floods, earthquakes, tsunami etc.
Space, nuclear, and missile
programmes are also funded from
the revenues collected as taxes.
Government provides some
services especially for the poor
who cannot afford to purchase
them from the market. One
example is health care. Can you
give other examples?","Taxes fund developmental
programmes and services such as
education, health care,
employment, social welfare,
vocational training etc. required for
needy citizens. Tax money is
utilised for relief and rehabilitation
in case of natural disasters such as
floods, earthquakes, tsunami etc.
Space, nuclear, and missile
programmes are also funded from
the revenues collected as taxes.
Government provides some
services especially for the poor
who cannot afford to purchase
them from the market. One
example is health care. Can you
give other examples?","the past year and how much it plans to spend in the coming
year.
In the budget, the government also announces the various
ways in which it plans to meet these expenses. The main
source of revenue for the government is the taxes collected
from the people, and the government is empowered to
collect these taxes and use them for such programmes. For
instance, to supply water, the government has to incur costs
in pumping water , carrying it over long distances, laying
down pipes for distribution, treating the water for
impurities, and finally, collecting and treating waste water .
It meets these expenses partly from the various taxes that
it collects and partly by charging a price for water. This price
is set so that most people can afford a certain minimum
amount of water for daily use.
Chapter 9: Public Facilities
Source: Union Budget 2024-25
Central Government Spends Money on
Rupee Goes To
Interest Payments
(20%)
Central
Sector Scheme
(16%)
Subsidies
(6%)
States’ share of
taxes & duties",58.5889585545056,60.6060606060606,54.6958775550504,49.5507695507695,91.8101727962494
"When a state does not have a majority government, it means that no single political party or coalition has a clear majority of seats in the state legislature. This can lead to instability and challenges in governance, as different parties may struggle for power and influence within the state. In India, this situation is referred to as ""state-level hung assembly,"" where no party has a clear majority in the state legislature.

Prior to 1990, the Central Government often misused the Constitution to dismiss state governments controlled by rival parties, undermining the spirit of federalism and democratic governance. However, since then, regional political parties have risen in many states, leading to coalition governments at the Centre and more power sharing within states. Coalition governments are formed when at least two political parties come together to form a government, usually through a negotiated agreement or arrangement.

In India, the Constitution guarantees universal adult suffrage for all citizens, which has helped encourage democratic politics and power sharing within the state. The country has a federal system of government with two or more tiers of governments, including local governments, to ensure decentralization of power and more effective governance.","When a state does not have a majority government, it means that no single political party or coalition has a clear majority of seats in the state legislature. This can lead to instability and challenges in governance, as different parties may struggle for power and influence within the state. In India, this situation is referred to as ""state-level hung assembly,"" where no party has a clear majority in the state legislature.

Prior to 1990, the Central Government often misused the Constitution to dismiss state governments controlled by rival parties, undermining the spirit of federalism and democratic governance. However, since then, regional political parties have risen in many states, leading to coalition governments at the Centre and more power sharing within states. Coalition governments are formed when at least two political parties come together to form a government, usually through a negotiated agreement or arrangement.

In India, the Constitution guarantees universal adult suffrage for all citizens, which has helped encourage democratic politics and power sharing within the state. The country has a federal system of government with two or more tiers of governments, including local governments, to ensure decentralization of power and more effective governance.","of the States. This meant that the 
State Governments did not exercise 
their rights as autonomous federal 
units. As and when the ruling party 
at the State level was different, the 
parties that ruled at the Centre tried 
to undermine the power of the 
States.  In those days, the Central 
Government would often misuse 
the Constitution to dismiss the State 
Governments that were controlled 
by rival parties. This undermined 
the spirit of federalism. 
All this changed significantly 
after 1990. This period saw the 
rise of regional political parties in 
many States of the country. This 
was also the beginning of the era 
of coalition governments  at the 
Centre. Since no single party got a 
clear majority in the Lok Sabha, the 
major national parties had to enter 
into an alliance with many parties 
including several regional parties to 
form a government at the Centre.  
Coalition government: 
A government formed 
by the coming together 
of at least two political 
parties. Usually","of the States. This meant that the 
State Governments did not exercise 
their rights as autonomous federal 
units. As and when the ruling party 
at the State level was different, the 
parties that ruled at the Centre tried 
to undermine the power of the 
States.  In those days, the Central 
Government would often misuse 
the Constitution to dismiss the State 
Governments that were controlled 
by rival parties. This undermined 
the spirit of federalism. 
All this changed significantly 
after 1990. This period saw the 
rise of regional political parties in 
many States of the country. This 
was also the beginning of the era 
of coalition governments  at the 
Centre. Since no single party got a 
clear majority in the Lok Sabha, the 
major national parties had to enter 
into an alliance with many parties 
including several regional parties to 
form a government at the Centre.  
Coalition government: 
A government formed 
by the coming together 
of at least two political 
parties. Usually","13
The word ‘State’ is often used in this chapter . This does
NOT refer to state governments. Rather when we use
State, we are trying to distinguish it from ‘government’ .
‘Government’ is responsible for administering and
enforcing laws. The government can change with
elections. The State on the other hand refers to a
political institution that represents a sovereign people
who occupy a definite territory . We can, thus, speak of
the Indian State, the Nepali State etc. The Indian State
has a democratic form of government. The government (or
the executive) is one part of the State. The State refers to
more than just the government and cannot be used
interchangeably with it.
Constitution of India guarantees universal adult suffrage
for all citizens. When they were making the Constitution,
the members of the Constituent Assembly felt that the
freedom struggle had prepared the masses for universal adult
suffrage and that this would help encourage a democratic",58.5458865550669,55.9577464788755,54.959578470555,50.4555555555676,83.7432384490967
"The media significantly influences government decisions through various means, including focusing on particular issues to bring them to public attention, controlling what is newsworthy, and shaping public opinion through biased reporting. The media's continual need for money and its links to advertising can lead to a lack of independence and a focus on only one side of a story, which in turn affects government decisions. In addition, the media plays an important role in providing information and news that citizens use to learn how government works and take action accordingly. However, it is essential for the media to provide balanced reporting to ensure that citizens receive accurate and unbiased information.","The media significantly influences government decisions through various means, including focusing on particular issues to bring them to public attention, controlling what is newsworthy, and shaping public opinion through biased reporting. The media's continual need for money and its links to advertising can lead to a lack of independence and a focus on only one side of a story, which in turn affects government decisions. In addition, the media plays an important role in providing information and news that citizens use to learn how government works and take action accordingly. However, it is essential for the media to provide balanced reporting to ensure that citizens receive accurate and unbiased information.","this makes the story interesting. Also, if they want
to increase public support for an issue, they often
do this by focusing on one side of a story.
Setting agendas
The media also plays an important role in deciding
what stories to focus on, and therefore, decides on
what is newsworthy. For example, the annual
function at your school is unlikely to make the news.
But if a famous actor is invited as the Chief Guest,
then the media might be interested in covering it. By
focusing on particular issues, the media influences
our thoughts, feelings and actions, and brings those
issues to our attention. Due to the significant
influence it plays in our lives and in shaping our
thoughts, it is commonly said that the media sets
the agenda.
Very recently, the media drew our attention to
alarming levels of pesticides in cola drinks. They
published reports that indicated the high level of
pesticides and, thus, made us aware of the need to
regularly monitor these colas according to","this makes the story interesting. Also, if they want
to increase public support for an issue, they often
do this by focusing on one side of a story.
Setting agendas
The media also plays an important role in deciding
what stories to focus on, and therefore, decides on
what is newsworthy. For example, the annual
function at your school is unlikely to make the news.
But if a famous actor is invited as the Chief Guest,
then the media might be interested in covering it. By
focusing on particular issues, the media influences
our thoughts, feelings and actions, and brings those
issues to our attention. Due to the significant
influence it plays in our lives and in shaping our
thoughts, it is commonly said that the media sets
the agenda.
Very recently, the media drew our attention to
alarming levels of pesticides in cola drinks. They
published reports that indicated the high level of
pesticides and, thus, made us aware of the need to
regularly monitor these colas according to","70 Social and Political Life
 While the government does continue to censor
films, it does not really censor the medias coverage
of news. Despite the absence of censorship by the
government, most newspapers nowadays still fail to
provide a balanced story. The reasons for this are
complicated. Persons who research the media have
said that this happens because business houses
control the media. At times, it is in the interest of
these businesses to focus on only one side of the
story. Medias continual need for money and its links
to advertising means that it becomes difficult for
media to be reporting against people who give them
advertisements. Media is, thus, no longer considered
independent because of its close links to business.
Besides the above, the media also tends to focus
on a particular aspect of a story because they believe
this makes the story interesting. Also, if they want
to increase public support for an issue, they often
do this by focusing on one side of a story.",55.8950005565656,45.8459756555057,57.8575458575459,50.6405695950578,84.9330246448517
"Protests are important in a democracy because they allow citizens to express their dissatisfaction with the government or its policies, which can lead to changes in how power is held and used. The cartoon and graph provided illustrate this point by showing that democracy has many exams (i.e., opportunities for citizens to hold their leaders accountable) and examiners (i.e., citizens who are actively engaged in the democratic process). Additionally, the text states that people's belief in the efficacy of their vote is placed above the calculus of utility, indicating that citizens value their ability to influence decision-making through their votes. The graph also shows that citizens in South Asia generally believe that their vote makes a difference, which suggests that they are actively engaged in the democratic process.

The text also highlights the importance of accountability in democracy, stating that rulers have to attend to the needs of the people and that a democratic government is a better government because it is more accountable. Furthermore, the consultation and discussion inherent in democracy lead to better decision-making, as many perspectives are taken into account before decisions are made. Finally, the text notes that democracy provides a method for dealing with differences and conflicts, which is essential in any society where there are bound to be differences of opinions and interests.

In conclusion, protests are important in a democracy because they allow citizens to hold their leaders accountable, express their dissatisfaction with government policies, and influence decision-making through their votes. The cartoon and graph provided illustrate these points by showing the many exams and examiners that exist in democratic societies.","Protests are important in a democracy because they allow citizens to express their dissatisfaction with the government or its policies, which can lead to changes in how power is held and used. The cartoon and graph provided illustrate this point by showing that democracy has many exams (i.e., opportunities for citizens to hold their leaders accountable) and examiners (i.e., citizens who are actively engaged in the democratic process). Additionally, the text states that people's belief in the efficacy of their vote is placed above the calculus of utility, indicating that citizens value their ability to influence decision-making through their votes. The graph also shows that citizens in South Asia generally believe that their vote makes a difference, which suggests that they are actively engaged in the democratic process.

The text also highlights the importance of accountability in democracy, stating that rulers have to attend to the needs of the people and that a democratic government is a better government because it is more accountable. Furthermore, the consultation and discussion inherent in democracy lead to better decision-making, as many perspectives are taken into account before decisions are made. Finally, the text notes that democracy provides a method for dealing with differences and conflicts, which is essential in any society where there are bound to be differences of opinions and interests.

In conclusion, protests are important in a democracy because they allow citizens to hold their leaders accountable, express their dissatisfaction with government policies, and influence decision-making through their votes. The cartoon and graph provided illustrate these points by showing the many exams and examiners that exist in democratic societies.","citizens value their democratic rights.
Expectations from democracy 
also function as the criteria for 
judging any democratic country. 
What is most distinctive about 
democracy is that its examination 
never gets over. As democracy 
passes one test, it produces another 
test. As people get some benefits of 
democracy, they ask for more and 
want to make democracy even better. 
That is why, when we ask people 
about the way democracy functions, 
they will always come up with more 
expectations, and many complaints. 
The fact that people are complaining 
is itself a testimony to the success of 
democracy: it shows that people have 
developed awareness and the ability 
to expect and to look critically at 
power holders and the high and 
the mighty. A public expression of 
dissatisfaction with democracy shows 
the success of the democratic project: 
it transforms people from the status 
of a subject into that of a citizen. 
Most individuals today believe that","citizens value their democratic rights.
Expectations from democracy 
also function as the criteria for 
judging any democratic country. 
What is most distinctive about 
democracy is that its examination 
never gets over. As democracy 
passes one test, it produces another 
test. As people get some benefits of 
democracy, they ask for more and 
want to make democracy even better. 
That is why, when we ask people 
about the way democracy functions, 
they will always come up with more 
expectations, and many complaints. 
The fact that people are complaining 
is itself a testimony to the success of 
democracy: it shows that people have 
developed awareness and the ability 
to expect and to look critically at 
power holders and the high and 
the mighty. A public expression of 
dissatisfaction with democracy shows 
the success of the democratic project: 
it transforms people from the status 
of a subject into that of a citizen. 
Most individuals today believe that","dissatisfaction with democracy shows 
the success of the democratic project: 
it transforms people from the status 
of a subject into that of a citizen. 
Most individuals today believe that 
their vote makes a difference to the 
way the government is run and to 
their own self-interest.
The above cartoon and graph illustrate a point made in this section 
(Dignity and freedom of the citizens). Underline the sentences from this 
section which connect to the cartoon or graph.
I am anxious 
about my board 
exams. But 
democracy has 
so many exams. 
And millions of 
examiners! 
Source: SDSA Team, State of Democracy in South 
Asia, Delhi: Oxford University Press, 2007.
Rosa Parks Still Inspires
© Pat Bagley - Cagle Cartoons Inc.
Belief in the efficacy of vote is placed above the 
calculus of utility
Those who say that their vote makes a difference...
 South Asia  65
 Bangladesh   66
 India    67
 Nepal         75
 Pakistan                                       50
 Sri Lanka    65",50.5750099545558,40.6545056074766,55.4959577464789,58.5545990654506,80.7159602642059
" Gender inequality means the unequal treatment of men and women in various aspects of life, including but not limited to:

1. Work hours: In Haryana and Tamil Nadu, women spend more time on unpaid work such as childcare and household chores compared to men. The total number of work hours spent by women in these states is not provided in the context.
2. Social values and stereotypes: Gender shapes the social values and stereotypes that are attached to biological differences between men and women. These societal norms can lead to unequal opportunities, power relations, and treatment of men and women in different cultures around the world.

In conclusion, gender inequality is a complex issue that affects various aspects of life, including work hours, social values, and stereotypes. Understanding these differences is crucial for addressing and overcoming gender-based discrimination.","Gender inequality means that inequality between the sexes exists.
","not become a reason for discrimination. In reality,
inequality between the sexes exists. The government
is, therefore, committed to understanding the reasons
for this and taking positive steps to remedy the
situation. For example, it recognises that burden of
child-care and housework falls on women and girls.
What are the total number of work
hours spent by women in Haryana
and Tamil Nadu each week?
How does this compare with the
total number of work hours spent
by men?","not become a reason for discrimination. In reality,
inequality between the sexes exists. The government
is, therefore, committed to understanding the reasons
for this and taking positive steps to remedy the
situation. For example, it recognises that burden of
child-care and housework falls on women and girls.
What are the total number of work
hours spent by women in Haryana
and Tamil Nadu each week?
How does this compare with the
total number of work hours spent
by men?","Growing up as
Boys and Girls
Being a boy or a girl is an
important part of ones identity. The
society we grow up in teaches us
what kind of behaviour is
acceptable for girls and boys, what
boys and girls can or cannot do.
We often grow up thinking that
these things are exactly the same
everywhere. But do all societies
look at boys and girls in the same
way? We will try and answer this
question in this chapter. We will
also look at how the different roles
assigned to boys and girls prepare
them for their future roles as men
and women. We will learn that
most societies value men and
women differently. The roles
women play and the work they do
are usually valued less than the
roles men play and the work they
do. This chapter will also examine
how inequalities between men and
women emerge in the area of work.
4CHAPTER",55.9555590655887,58.5565645855656,55.9055558064556,55.0045665500457,85.168993473053
"Stereotypes can significantly impact career choices for women, leading to fewer opportunities and rigid expectations. These stereotypes are deeply ingrained in society, perpetuating the notion that women are limited to certain jobs and roles, such as nursing and childcare, while men are seen as more suitable for jobs in science, technology, engineering, and mathematics (STEM). As a result, many girls are discouraged from pursuing careers in these fields, and fewer opportunities are made available to them.

For instance, the passage states that ""many people believe that women make better nurses because they are more patient and gentle,"" reinforcing the stereotype that women are better suited for caring professions. This belief can influence the choices of girls and young women, steering them towards careers that are perceived as more appropriate for their gender.

Moreover, the education system often perpetuates these stereotypes, with boys and girls being encouraged to pursue different fields of study based on their gender. For example, girls may be discouraged from studying subjects like physics or engineering, while boys are more likely to be encouraged to pursue these fields.

To challenge these stereotypes and create more equitable opportunities for women, the women's movement has employed various methods, such as:

1. Education and awareness-raising: Providing girls and young women with access to quality education and raising awareness about the importance of gender equality can help challenge these stereotypes and broaden their career choices.
2. Advocacy and policy changes: Advocating for policy changes that promote gender equality in education and the workforce can help create more opportunities for women and challenge discriminatory practices and attitudes.
3. Empowerment and mentorship: Empowering girls and young women through mentorship programs and providing them with role models and support can help build their confidence and encourage them to pursue their goals, regardless of gender expectations.

In conclusion, stereotypes can significantly impact career choices for women, limiting their opportunities and potential for success. Challenging these stereotypes through education, advocacy, and empowerment is essential for promoting gender equality and creating more equitable opportunities for women in the workforce.","Stereotypes affect career choices for women because a lot of people have rigid expectations of women, such as drawing women as nurses.
","61
1. How do you think stereotypes, about what women can or
cannot do, affect womens right to equality?
2. List one reason why learning the alphabet was so
important to women like Rashsundari Devi, Ramabai and
Rokeya.
3. Poor girls drop out of school because they are not interested
in getting an education. Re-read the last paragraph on page
62 and explain why this statement is not true.
4. Can you describe two methods of struggle that the
womens movement used to raise issues? If you had to
organise a struggle against stereotypes, about what
women can or cannot do, what method would you employ
from the ones that you have read about? Why would you
choose this particular method?
EXERCISES
Glossary
Stereotype: When we believe that people belonging to particular groups based on religion, wealth,
language are bound to have certain fixed characteristics or can only do a certain type of work, we
create a stereotype. For example, in this chapter, we saw how boys and girls are made to take","61
1. How do you think stereotypes, about what women can or
cannot do, affect womens right to equality?
2. List one reason why learning the alphabet was so
important to women like Rashsundari Devi, Ramabai and
Rokeya.
3. Poor girls drop out of school because they are not interested
in getting an education. Re-read the last paragraph on page
62 and explain why this statement is not true.
4. Can you describe two methods of struggle that the
womens movement used to raise issues? If you had to
organise a struggle against stereotypes, about what
women can or cannot do, what method would you employ
from the ones that you have read about? Why would you
choose this particular method?
EXERCISES
Glossary
Stereotype: When we believe that people belonging to particular groups based on religion, wealth,
language are bound to have certain fixed characteristics or can only do a certain type of work, we
create a stereotype. For example, in this chapter, we saw how boys and girls are made to take","motorcycles at the polytechnic; and when she decided to become an engine driver.
Her philosophy is simple  As long as I am having fun without harming anyone, as long as I am
doing well and helping my parents,  why should I not lead a lifestyle of my choice?
(Adapted from Driving Her Train  by Neeta Lal, Womens Features Service)
Fewer opportunities and rigid expectations
A lot of the children in Rosie Maams class drew
women as nurses and men as army officers. The
reason they did this is because they feel that outside
the home too, women are good at only certain jobs.
For example, many people believe that women make
better nurses because they are more patient and
gentle. This is linked to womens roles within the
family. Similarly, it is believed that science requires
a technical mind and girls and women are not capable
of dealing with technical things.
Because so many people believe in these
stereotypes, many girls do not get the same support",54.6997556787458,59.5545655067965,55.6959064557485,57.8640776699059,85.0846648216248
"The 'double burden' that women face refers to the dual responsibility they bear for both domestic work within the home, such as housework and care-giving tasks, and paid work outside the home. This double burden is not recognized as real work by society, and as a result, women are often undervalued and underpaid for their contributions. The context highlights the unequal distribution of labor between boys and girls in various societies, with women shouldering most of the household and care-giving responsibilities.","Many women work both inside and outside the home. This is often referred to as the double burden of women’s work.
","about her life  Who are her family members?  Where is
her home?  How many hours does she work?  How much
does she get paid?  Write a small story based on these
details.
a. All societies do not think
similarly about the roles that boys
and girls play.
b. Our society does not make
distinctions between boys and
girls when they are growing up.
c. Women who stay at home do
not work.
d. The work that women do is less
valued than that of men.
Glossary
Identity: Identity is a sense of self-awareness of who one is. Typically, a person can have several
identities. For example, a person can be a girl, a sister and a musician.
Double-burden: Literally means a double load. This term is commonly used to describe the womens
work situation. It has emerged from a recognition that women typically labour both inside the
home (housework) and outside.
Care-giving: Care-giving refers to a range of tasks related to looking after and nurturing. Besides","about her life  Who are her family members?  Where is
her home?  How many hours does she work?  How much
does she get paid?  Write a small story based on these
details.
a. All societies do not think
similarly about the roles that boys
and girls play.
b. Our society does not make
distinctions between boys and
girls when they are growing up.
c. Women who stay at home do
not work.
d. The work that women do is less
valued than that of men.
Glossary
Identity: Identity is a sense of self-awareness of who one is. Typically, a person can have several
identities. For example, a person can be a girl, a sister and a musician.
Double-burden: Literally means a double load. This term is commonly used to describe the womens
work situation. It has emerged from a recognition that women typically labour both inside the
home (housework) and outside.
Care-giving: Care-giving refers to a range of tasks related to looking after and nurturing. Besides","44 Social and Political Life
State Women Paid Women Unpaid Women Men Paid Men Unpaid Men
(Work hours (Housework (T otal) (Work hours (Housework (T otal)
per week) hours per week) per week) hours per week)
Haryana 23 30 ? 38 2 ?
Tamil Nadu 19 35 ? 40 4 ?
Many women like Shonalis mother in
the story and the women in Tamil Nadu
and Haryana who were surveyed work
both inside and outside the home. This is
often referred to as the double burden of
womens work.
washing clothes, cleaning, sweeping and picking up
loads require bending, lifting and carrying. Many
chores, like cooking, involve standing for long hours
in front of hot stoves. The work women do is
strenuous and physically demanding  words that
we normally associate with men.
Another aspect of housework and care-giving that
we do not recognise is that it is very time consuming.
In fact, if we add up the housework and the work,
women do outside the home, we find that women
spend much more time working than men and have",58.5449655859555,56.5504754409449,55.6504854568955,55.8575458575459,88.7372016906738
"Domestic work is undervalued because it is primarily carried out by women and is assumed to come naturally to them. As a result, it does not have to be paid for, and society devalues this work. Men and boys generally do not do housework because they are socialized to believe that it is the responsibility of women. However, if women and other caregivers involved in domestic work were to go on strike for a day, it would highlight the importance of their work and potentially lead to changes in societal attitudes and policies towards domestic labor.","Domestic work is undervalued because it is assumed to come naturally to women, therefore it does not have to be paid for, and society devalues this work.
","main responsibility for housework and care-giving
tasks, like looking after the family, especially
children, the elderly and sick members, lies with
women. Yet, as we have seen, the work that women
do within the home is not recognised as work. It is
also assumed that this is something that comes
naturally to women. It, therefore, does not have to
be paid for. And society devalues this work.","main responsibility for housework and care-giving
tasks, like looking after the family, especially
children, the elderly and sick members, lies with
women. Yet, as we have seen, the work that women
do within the home is not recognised as work. It is
also assumed that this is something that comes
naturally to women. It, therefore, does not have to
be paid for. And society devalues this work.","43
Melani with her daughter.
Were Harmeet and Shonali correct
in saying that Harmeets mother
did not work?
What do you think would happen
if your mother or those involved
in doing the work at home went
on a strike for a day?
Why do you think that men and
boys generally do not do
housework? Do you think they
should?
Lives of domestic workers
In the story above, Harmeets mother was not the
only one who did the housework. A lot of the work
was done by Mangala, their domestic helper.
Many homes, particularly in towns and cities,
employ domestic workers. They do a lot of work 
sweeping and cleaning, washing clothes and
dishes, cooking, looking after young children or
the elderly. Most domestic workers are women.
Sometimes, even young boys or girls are employed
to do this work. Wages are low, as domestic work
does not have much value. A domestic workers
day can begin as early as five in the morning and
end as late as twelve at night! Despite the hard",47.0565545985657,45.5559555595555,58.0565589556598,40.650406504065,92.4330830574036
"Based on the information provided in the context, some government programs promoting women’s empowerment include:

1. Beti Bachao Beti Padhao (BBBP) campaign launched in 2014, which aims to protect girls from child marriage and promote education and gender equality.
2. Efforts to raise public awareness on women’s rights issues through street plays, songs, and public meetings.
3. Protests and demonstrations against laws or policies that act against the interests of women.","Based on the information provided in the context, some government programs promoting women’s empowerment include:

1. Beti Bachao Beti Padhao (BBBP) campaign launched in 2014, which aims to protect girls from child marriage and promote education and gender equality.
2. Efforts to raise public awareness on women’s rights issues through street plays, songs, and public meetings.
3. Protests and demonstrations against laws or policies that act against the interests of women.","48 Social and Political Life
Women Change
the World
In the previous chapter, we saw how womens
work in the home is not recognised as work. We
also read how doing household work and taking
care of family members is a full time job and
there are no specific hours at which it begins or
ends. In this chapter, we will look at work
outside the home, and understand how some
occupations are seen to be more suitable for men
than for women. We will also learn about how
women struggle for equality. Getting an education
was, and still is, one way in which new
opportunities were created for women. This
chapter will also briefly trace the different types
of efforts made by the womens movement to
challenge discrimination in more recent
years.
5CHAPTER","48 Social and Political Life
Women Change
the World
In the previous chapter, we saw how womens
work in the home is not recognised as work. We
also read how doing household work and taking
care of family members is a full time job and
there are no specific hours at which it begins or
ends. In this chapter, we will look at work
outside the home, and understand how some
occupations are seen to be more suitable for men
than for women. We will also learn about how
women struggle for equality. Getting an education
was, and still is, one way in which new
opportunities were created for women. This
chapter will also briefly trace the different types
of efforts made by the womens movement to
challenge discrimination in more recent
years.
5CHAPTER","happened automatically. Women individually, and
collectively have struggled to bring about these
changes. This struggle is known as the Womens
Movement. Individual women and womens
organisations from different parts of the country are
part of the movement. Many men support the womens
movement as well. The diversity, passion and efforts
of those involved makes it a very vibrant movement.
Different strategies have been used to spread
awareness, fight discrimination and seek justice.
Here are some glimpses of this struggle.
Chapter 5: Women Change the World
Find out about the Beti Bachao Beti Padhao
campaign launched in 2014.
Boys and girls
Percentage
2
4
6
8
10
0
All
boys
4.36%
ST
boys
7.02%",7.85085544454806,50.5664955465969,8.46560846560847,54.6596858658745,83.0340504646301
"The struggles faced by domestic workers include:

1. Low wages: Domestic workers are often paid very low wages, as their work is not valued or recognized.
2. Long working hours: Domestic workers often work long hours, sometimes starting as early as 5am and ending as late as 12pm.
3. Lack of recognition: The work done by domestic workers is often not recognized or valued, both within the home and in society at large.
4. Gendered division of labor: Domestic work is often seen as a women's job, and men are less likely to do housework or take care of family members.
5. Limited opportunities for advancement: Domestic workers have limited opportunities for advancement or career growth, as their work is not recognized or valued.
6. Isolation: Domestic workers may feel isolated or disconnected from the rest of society, as their work is often seen as separate from other forms of labor.
7. Unsafe working conditions: Domestic workers may be exposed to unsafe working conditions, such as physical strain or exposure to harmful chemicals.
8. Lack of job security: Domestic workers may face job insecurity, as their work is often dependent on the whims of their employers.

If the mothers and those involved in doing the work at home were to go on a strike for a day, it could potentially have a significant impact on the households and families affected. It could also draw attention to the value and importance of domestic work, and the need for greater recognition and compensation for these workers.","The struggles faced by domestic workers include:

1. Low wages: Domestic workers are often paid very low wages, as their work is not valued or recognized.
2. Long working hours: Domestic workers often work long hours, sometimes starting as early as 5am and ending as late as 12pm.
3. Lack of recognition: The work done by domestic workers is often not recognized or valued, both within the home and in society at large.
4. Gendered division of labor: Domestic work is often seen as a women's job, and men are less likely to do housework or take care of family members.
5. Limited opportunities for advancement: Domestic workers have limited opportunities for advancement or career growth, as their work is not recognized or valued.
6. Isolation: Domestic workers may feel isolated or disconnected from the rest of society, as their work is often seen as separate from other forms of labor.
7. Unsafe working conditions: Domestic workers may be exposed to unsafe working conditions, such as physical strain or exposure to harmful chemicals.
8. Lack of job security: Domestic workers may face job insecurity, as their work is often dependent on the whims of their employers.

If the mothers and those involved in doing the work at home were to go on a strike for a day, it could potentially have a significant impact on the households and families affected. It could also draw attention to the value and importance of domestic work, and the need for greater recognition and compensation for these workers.","43
Melani with her daughter.
Were Harmeet and Shonali correct
in saying that Harmeets mother
did not work?
What do you think would happen
if your mother or those involved
in doing the work at home went
on a strike for a day?
Why do you think that men and
boys generally do not do
housework? Do you think they
should?
Lives of domestic workers
In the story above, Harmeets mother was not the
only one who did the housework. A lot of the work
was done by Mangala, their domestic helper.
Many homes, particularly in towns and cities,
employ domestic workers. They do a lot of work 
sweeping and cleaning, washing clothes and
dishes, cooking, looking after young children or
the elderly. Most domestic workers are women.
Sometimes, even young boys or girls are employed
to do this work. Wages are low, as domestic work
does not have much value. A domestic workers
day can begin as early as five in the morning and
end as late as twelve at night! Despite the hard","43
Melani with her daughter.
Were Harmeet and Shonali correct
in saying that Harmeets mother
did not work?
What do you think would happen
if your mother or those involved
in doing the work at home went
on a strike for a day?
Why do you think that men and
boys generally do not do
housework? Do you think they
should?
Lives of domestic workers
In the story above, Harmeets mother was not the
only one who did the housework. A lot of the work
was done by Mangala, their domestic helper.
Many homes, particularly in towns and cities,
employ domestic workers. They do a lot of work 
sweeping and cleaning, washing clothes and
dishes, cooking, looking after young children or
the elderly. Most domestic workers are women.
Sometimes, even young boys or girls are employed
to do this work. Wages are low, as domestic work
does not have much value. A domestic workers
day can begin as early as five in the morning and
end as late as twelve at night! Despite the hard","attend to these things. When these 
jobs are paid for, men are ready to 
take up these works. Most tailors or 
cooks in hotels are men. Similarly, 
it is not that women do not work 
outside their home. In villages, 
women fetch water, collect fuel and  
work in the fields. In urban areas, 
poor women work as domestic 
helper in middle class homes, while 
middle class women work in offices. 
In fact, the majority of women do 
some sort of paid work in addition 
to domestic labour. But their work 
is not valued and does not get 
recognition.
The result of this division of 
labour is that although women 
constitute half of the humanity, their 
role in public life, especially politics, 
is minimal in most societies. Earlier, 
only men were allowed to participate 
in public affairs, vote and contest 
for public offices. Gradually the 
gender issue was raised in politics. 
Women in different parts of the 
world organised and agitated for 
equal rights. There were agitations",59.5575856576855,58.7990765554755,55.4570765665555,57.5775975496457,82.8859448432922
